Time;Position;Velocity;Acceleration;ActualTime
27,46489;1,309007;-3,797502;-0,04905;638544990199796786
27,46988;1,289774;-3,846552;-0,04905;638544990199856781
27,47488;1,270296;-3,895602;-0,04905;638544990199906784
27,47988;1,250573;-3,944652;-0,04905;638544990199956793
27,48488;1,230604;-3,993702;-0,04905;638544990200016781
27,48988;1,210391;-4,042752;-0,04905;638544990200076780
27,49488;1,189932;-4,091802;-0,04905;638544990200136774
27,49988;1,169227;-4,140851;-0,04905;638544990200186783
27,50488;1,148278;-4,189901;-0,04905;638544990200246773
27,50988;1,127083;-4,238951;-0,04905;638544990200246773
27,51488;1,105643;-4,288001;-0,04905;638544990200296780
27,51988;1,083958;-4,337051;-0,04905;638544990200346794
27,52488;1,062027;-4,386101;-0,04905;638544990200406780
27,52987;1,039852;-4,435151;-0,04905;638544990200456783
27,53487;1,017431;-4,4842;-0,04905;638544990200516778
27,53987;0,9947643;-4,53325;-0,04905;638544990200566780
27,54487;0,9718528;-4,5823;-0,04905;638544990200626782
27,54987;0,948696;-4,63135;-0,04905;638544990200676789
27,55487;0,925294;-4,6804;-0,04905;638544990200736787
27,55987;0,9016468;-4,72945;-0,04905;638544990200787249
27,56487;0,8777543;-4,7785;-0,04905;638544990200847246
27,56987;0,8536165;-4,827549;-0,04905;638544990200847246
27,57487;0,8292335;-4,876599;-0,04905;638544990200897251
27,57987;0,8046053;-4,925649;-0,04905;638544990200957253
27,58487;0,7797318;-4,974699;-0,04905;638544990201007264
27,58986;0,754613;-5,023749;-0,04905;638544990201067241
27,59486;0,7292491;-5,072799;-0,04905;638544990201117242
27,59986;0,7036398;-5,121849;-0,04905;638544990201167247
27,60486;0,6777853;-5,170898;-0,04905;638544990201227239
27,60986;0,6516856;-5,219948;-0,04905;638544990201277249
27,61486;0,6253406;-5,268998;-0,04905;638544990201327263
27,61986;0,5987504;-5,318048;-0,04905;638544990201387250
27,62486;0,5719149;-5,367098;-0,04905;638544990201447244
27,62986;0,5448341;-5,416148;-0,04905;638544990201447244
27,63486;0,5175081;-5,465198;-0,04905;638544990201507246
27,63986;0,5347617;4,34724;0,03114749;638544990201557252
27,64486;0,5562526;4,29819;-0,04905;638544990201617246
27,64985;0,5774983;4,24914;-0,04905;638544990201667248
27,65485;0,5984988;4,20009;-0,04905;638544990201727249
27,65985;0,619254;4,151041;-0,04905;638544990201787251
27,66485;0,639764;4,101991;-0,04905;638544990201837252
27,66985;0,6600286;4,052941;-0,04905;638544990201897249
27,67485;0,6800481;4,003891;-0,04905;638544990201897249
27,67985;0,6998223;3,954841;-0,04905;638544990201947268
27,68485;0,7193512;3,905791;-0,04905;638544990202007243
27,68985;0,7386349;3,856741;-0,04905;638544990202057244
27,69485;0,7576734;3,807691;-0,04905;638544990202117238
27,69985;0,7764666;3,758641;-0,04905;638544990202167249
27,70485;0,7950146;3,70959;-0,04905;638544990202227232
27,70984;0,8133172;3,66054;-0,04905;638544990202277243
